,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
11118,22.0,Private,126822.0,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,60.0,United-States,<=50K
11119,37.0,Private,188069.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
11120,30.0,Private,284395.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
11121,,Private,31267.0,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
11122,29.0,Private,161444.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,Columbia,<=50K
11123,25.0,Private,144483.0,HS-grad,9.0,Separated,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
11124,36.0,Private,133655.0,HS-grad,,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
11125,36.0,State-gov,112074.0,Doctorate,16.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
11126,21.0,Private,249727.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,22.0,United-States,<=50K
11127,18.0,Private,165754.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,30.0,United-States,<=50K
11128,30.0,Local-gov,172822.0,Assoc-voc,11.0,Never-married,Protective-serv,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
11129,44.0,Private,288433.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,Black,Female,0.0,0.0,40.0,United-States,<=50K
11130,40.0,Private,33331.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
11131,43.0,Private,168071.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,44.0,United-States,<=50K
11132,45.0,Private,207277.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
11133,29.0,Private,130620.0,Some-college,10.0,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander,Female,0.0,0.0,26.0,India,<=50K
11134,40.0,Private,136244.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
11135,43.0,Private,972354.0,Some-college,10.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,48.0,United-States,<=50K
11136,20.0,Private,245297.0,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,20.0,United-States,<=50K
11137,32.0,State-gov,71151.0,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,20.0,United-States,<=50K
11138,19.0,Private,118352.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,16.0,United-States,<=50K
11139,21.0,Private,117210.0,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
11140,23.0,Private,120068.0,Assoc-voc,11.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,,0.0,40.0,,<=50K
11141,24.0,Private,48343.0,11th,7.0,Never-married,Other-service,Not-in-family,Black,Female,,0.0,40.0,United-States,<=50K
11142,52.0,Private,84451.0,Assoc-voc,11.0,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,32.0,United-States,<=50K
11143,51.0,?,76437.0,Some-college,10.0,Divorced,?,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
11144,19.0,Private,281704.0,,10.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,35.0,United-States,<=50K
11145,54.0,Private,123011.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
11146,50.0,Private,104729.0,HS-grad,9.0,Divorced,Machine-op-inspct,Other-relative,White,Female,0.0,0.0,48.0,United-States,<=50K
11147,29.0,Private,110134.0,Some-college,10.0,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
11148,17.0,Private,186067.0,10th,6.0,Never-married,Tech-support,Own-child,White,Male,0.0,0.0,10.0,United-States,<=50K
11149,47.0,Private,214702.0,HS-grad,9.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,37.0,Puerto-Rico,<=50K
11150,46.0,Private,384795.0,Bachelors,13.0,Divorced,Prof-specialty,Unmarried,Black,Female,0.0,0.0,32.0,United-States,<=50K
11151,30.0,Private,175931.0,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,44.0,United-States,<=50K
11152,58.0,Private,366324.0,Some-college,10.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,30.0,United-States,<=50K
11153,48.0,Private,118717.0,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
11154,23.0,Private,219835.0,Some-college,10.0,Never-married,Protective-serv,Own-child,White,Male,0.0,0.0,40.0,Mexico,<=50K
11155,23.0,Private,176486.0,Assoc-voc,11.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,36.0,United-States,<=50K
11156,45.0,Private,,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
11157,20.0,Private,182661.0,Some-college,10.0,Never-married,Sales,Own-child,Black,Male,0.0,0.0,20.0,United-States,<=50K
11158,26.0,Private,212304.0,7th-8th,4.0,Never-married,Machine-op-inspct,,White,Male,0.0,0.0,48.0,United-States,<=50K
11159,50.0,,133963.0,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States,>50K
11160,49.0,Private,165152.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,48.0,United-States,>50K
11161,26.0,Private,274724.0,Some-college,10.0,Never-married,Other-service,Other-relative,White,Male,0.0,0.0,40.0,Nicaragua,<=50K
11162,,Private,196707.0,Prof-school,15.0,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
11163,19.0,?,26620.0,Some-college,10.0,Never-married,?,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
11164,23.0,Private,361481.0,10th,6.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,?,<=50K
11165,28.0,Self-emp-not-inc,214689.0,11th,7.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
11166,21.0,Private,174907.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
11167,50.0,Self-emp-not-inc,348099.0,10th,6.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=50K
11168,30.0,?,104965.0,9th,5.0,Never-married,?,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=50K
11169,31.0,Private,31600.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
11170,31.0,Self-emp-not-inc,286282.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,20.0,United-States,<=50K
11171,33.0,Private,238912.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
11172,37.0,Private,197429.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,45.0,United-States,
11173,48.0,Private,47343.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,,0.0,40.0,United-States,>50K
11174,24.0,Private,249957.0,Some-college,10.0,Never-married,Exec-managerial,,White,Male,0.0,0.0,40.0,United-States,<=50K
11175,55.0,Private,175942.0,HS-grad,9.0,Divorced,Priv-house-serv,,White,Female,0.0,0.0,40.0,France,<=50K
11176,33.0,Private,142675.0,Bachelors,13.0,Never-married,Handlers-cleaners,,White,Male,0.0,0.0,30.0,United-States,
11177,51.0,Federal-gov,190333.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,,0.0,0.0,40.0,United-States,<=50K
11178,30.0,Private,196396.0,Some-college,10.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
11179,41.0,Private,166740.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
11180,47.0,Local-gov,174533.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
11181,27.0,Private,210867.0,7th-8th,4.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,50.0,?,<=50K
11182,40.0,Private,144067.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
11183,36.0,Private,106964.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
11184,37.0,Private,178136.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
11185,38.0,Private,196554.0,Prof-school,15.0,Separated,Prof-specialty,Not-in-family,White,Male,0.0,0.0,35.0,United-States,>50K
11186,40.0,Self-emp-not-inc,403550.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
11187,35.0,Private,498216.0,Bachelors,13.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
11188,47.0,Self-emp-not-inc,192755.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,20.0,United-States,>50K
11189,20.0,?,53738.0,Some-college,10.0,Never-married,?,Own-child,White,Male,0.0,0.0,60.0,United-States,<=50K
11190,33.0,Private,156192.0,Masters,,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
11191,45.0,Private,189802.0,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
11192,35.0,Self-emp-not-inc,179171.0,HS-grad,9.0,Never-married,Sales,Unmarried,Black,Female,0.0,0.0,38.0,Germany,<=50K
11193,32.0,Private,77634.0,11th,7.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
11194,23.0,Private,189830.0,Some-college,10.0,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,0.0,50.0,United-States,<=50K
11195,19.0,Private,127190.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,15.0,United-States,<=50K
11196,44.0,?,174147.0,Some-college,10.0,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
11197,20.0,Private,138107.0,HS-grad,9.0,Never-married,,Own-child,Black,Male,0.0,0.0,35.0,United-States,<=50K
11198,44.0,Self-emp-inc,269733.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,30.0,United-States,<=50K
11199,19.0,Private,318822.0,Some-college,10.0,Never-married,Adm-clerical,Other-relative,White,Female,0.0,0.0,40.0,United-States,<=50K
11200,48.0,Private,48885.0,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Female,,0.0,35.0,United-States,<=50K
11201,45.0,Private,205424.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,65.0,United-States,>50K
11202,40.0,Private,173858.0,7th-8th,4.0,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0.0,0.0,42.0,Cambodia,<=50K
11203,34.0,Private,202450.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,55.0,United-States,>50K
11204,20.0,Private,154779.0,Some-college,10.0,Never-married,,Other-relative,Other,Female,0.0,0.0,40.0,United-States,<=50K
11205,33.0,Private,180551.0,Some-college,10.0,Separated,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
11206,30.0,Private,177522.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
11207,23.0,Private,277328.0,Some-college,10.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,32.0,Cuba,<=50K
11208,34.0,Private,112584.0,10th,6.0,Divorced,Other-service,,White,Female,0.0,0.0,38.0,United-States,<=50K
11209,,State-gov,85384.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
11210,32.0,?,123971.0,11th,7.0,Divorced,?,Not-in-family,White,Female,0.0,0.0,49.0,United-States,<=50K
11211,42.0,Private,69019.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,>50K
11212,22.0,Private,112847.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=50K
11213,60.0,Self-emp-not-inc,52900.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,42.0,United-States,>50K
11214,42.0,Private,37937.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,>50K
11215,45.0,,59380.0,Bachelors,13.0,Separated,Exec-managerial,Not-in-family,White,Female,0.0,0.0,55.0,United-States,<=50K
11216,47.0,Private,114770.0,,9.0,Divorced,Other-service,Own-child,White,Female,0.0,0.0,32.0,United-States,<=50K
11217,,Private,216481.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,>50K
11218,34.0,Private,176469.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,38.0,United-States,<=50K
11219,34.0,Private,176831.0,Bachelors,13.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,
11220,39.0,Federal-gov,410034.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
11221,29.0,Private,93662.0,Some-college,10.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,24.0,United-States,<=50K
11222,42.0,Self-emp-inc,144236.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,60.0,United-States,<=50K
11223,48.0,Private,240917.0,11th,7.0,Separated,Other-service,Not-in-family,Black,Female,0.0,0.0,35.0,United-States,<=50K
11224,51.0,Private,243361.0,Some-college,10.0,Widowed,Adm-clerical,Unmarried,,Female,0.0,0.0,45.0,United-States,<=50K
11225,44.0,Self-emp-not-inc,35166.0,Bachelors,13.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,,90.0,United-States,<=50K
11226,46.0,Self-emp-inc,182655.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
11227,32.0,Private,272944.0,Some-college,10.0,Never-married,Craft-repair,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
11228,24.0,Private,228686.0,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
11229,33.0,Private,236818.0,Assoc-voc,11.0,Never-married,Prof-specialty,Unmarried,Black,Female,0.0,0.0,26.0,United-States,<=50K
11230,47.0,Self-emp-not-inc,117865.0,HS-grad,9.0,Married-AF-spouse,Craft-repair,,White,Male,0.0,0.0,90.0,United-States,<=50K
11231,64.0,,106538.0,Masters,14.0,Divorced,Prof-specialty,,White,Male,0.0,0.0,50.0,United-States,<=50K
11232,62.0,Private,153891.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
11233,52.0,Private,190909.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
11234,39.0,Private,191002.0,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,40.0,Poland,<=50K
11235,42.0,Private,89073.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,48.0,United-States,<=50K
11236,55.0,Private,259532.0,7th-8th,4.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
11237,29.0,?,189282.0,HS-grad,9.0,Married-civ-spouse,?,Not-in-family,White,Female,0.0,0.0,27.0,United-States,<=50K
11238,42.0,Private,132481.0,Assoc-acdm,12.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,24.0,United-States,<=50K
11239,30.0,Private,205659.0,Assoc-acdm,12.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,50.0,Thailand,>50K
11240,32.0,Private,182323.0,9th,5.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
11241,27.0,Private,152246.0,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0.0,0.0,40.0,Philippines,<=50K
11242,47.0,Private,155659.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
11243,33.0,Private,155198.0,9th,5.0,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,35.0,United-States,<=50K
11244,48.0,Self-emp-not-inc,,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
11245,23.0,Private,162945.0,7th-8th,4.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,35.0,United-States,<=50K
11246,31.0,Federal-gov,334346.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
11247,26.0,Private,181597.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
11248,61.0,Self-emp-not-inc,133969.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0.0,0.0,63.0,South,<=50K
11249,50.0,Private,210217.0,Bachelors,13.0,Divorced,,Unmarried,Black,Male,0.0,0.0,40.0,United-States,<=50K
11250,49.0,Private,169711.0,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,Germany,>50K
11251,19.0,Private,271521.0,HS-grad,9.0,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0.0,0.0,24.0,United-States,<=50K
11252,18.0,Private,51255.0,11th,7.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,15.0,United-States,<=50K
11253,44.0,Self-emp-not-inc,26669.0,Assoc-acdm,12.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,99.0,United-States,<=50K
11254,54.0,Private,194580.0,Assoc-voc,11.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
11255,35.0,State-gov,177974.0,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
11256,27.0,State-gov,315640.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,20.0,China,<=50K
11257,50.0,Self-emp-inc,136913.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,,Male,0.0,0.0,50.0,United-States,<=50K
11258,43.0,State-gov,230961.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
11259,28.0,Private,167062.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
11260,47.0,Private,120131.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
11261,21.0,Private,243368.0,Preschool,1.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,50.0,Mexico,<=50K
11262,30.0,Private,171876.0,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=50K
11263,19.0,Private,136866.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,45.0,United-States,<=50K
11264,55.0,Private,185459.0,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
11265,67.0,?,81761.0,HS-grad,9.0,Divorced,?,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
11266,31.0,Private,43716.0,Assoc-voc,11.0,Divorced,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,43.0,United-States,<=50K
11267,30.0,Private,220939.0,Assoc-voc,11.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
11268,54.0,?,148657.0,Preschool,1.0,Married-civ-spouse,?,Wife,White,Female,0.0,0.0,40.0,Mexico,<=50K
11269,51.0,Federal-gov,40808.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0.0,0.0,43.0,United-States,<=50K
11270,34.0,Private,183473.0,HS-grad,9.0,Divorced,Transport-moving,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
11271,59.0,Private,108496.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
11272,,Private,204838.0,HS-grad,9.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,38.0,United-States,<=50K
11273,29.0,Private,132686.0,HS-grad,9.0,Divorced,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
11274,17.0,State-gov,117906.0,10th,6.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
11275,24.0,Private,304386.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,30.0,United-States,<=50K
11276,52.0,?,248113.0,Preschool,1.0,Married-spouse-absent,?,Other-relative,White,Male,0.0,0.0,40.0,Mexico,<=50K
11277,18.0,?,215463.0,12th,8.0,Never-married,?,Own-child,,Female,0.0,0.0,25.0,United-States,<=50K
11278,,Private,259719.0,Some-college,10.0,Divorced,Handlers-cleaners,Unmarried,Black,Male,0.0,0.0,40.0,Nicaragua,<=50K
11279,25.0,?,35829.0,Some-college,10.0,Divorced,?,Unmarried,White,Female,0.0,0.0,50.0,United-States,<=50K
11280,34.0,Private,248795.0,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=50K
11281,37.0,Local-gov,128054.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
11282,32.0,Self-emp-inc,113543.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
11283,23.0,Private,252153.0,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,28.0,United-States,<=50K
11284,45.0,Federal-gov,45891.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Male,0.0,0.0,42.0,United-States,<=50K
11285,30.0,Private,112263.0,11th,7.0,Divorced,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
11286,20.0,Private,47791.0,12th,8.0,Divorced,Other-service,Not-in-family,White,,0.0,0.0,10.0,United-States,<=50K
11287,41.0,Private,202980.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,,Peru,<=50K
11288,21.0,Private,34918.0,HS-grad,9.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,30.0,United-States,<=50K
11289,48.0,Private,91251.0,7th-8th,4.0,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0.0,0.0,30.0,China,<=50K
11290,34.0,Private,306215.0,Assoc-voc,11.0,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0.0,,40.0,United-States,<=50K
11291,25.0,Private,203570.0,HS-grad,9.0,Separated,Other-service,Unmarried,Black,Male,0.0,0.0,40.0,United-States,<=50K
11292,41.0,Self-emp-not-inc,355918.0,Bachelors,13.0,Separated,Craft-repair,Not-in-family,White,Male,0.0,0.0,35.0,United-States,<=50K
11293,35.0,Self-emp-not-inc,198841.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
11294,42.0,Private,282964.0,Bachelors,13.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
11295,34.0,Self-emp-not-inc,312197.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,75.0,Mexico,>50K
11296,32.0,Private,200246.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
11297,25.0,Private,182771.0,Some-college,10.0,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=50K
11298,23.0,Private,199908.0,11th,7.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
11299,36.0,Private,172104.0,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,Other,Male,0.0,0.0,40.0,India,>50K
11300,53.0,Self-emp-not-inc,35295.0,Bachelors,13.0,Never-married,Sales,Unmarried,White,Male,0.0,0.0,60.0,United-States,>50K
11301,27.0,Private,216858.0,Doctorate,16.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,52.0,United-States,<=50K
11302,27.0,Private,332187.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,65.0,United-States,
11303,57.0,Private,255109.0,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=50K
11304,17.0,Private,111332.0,11th,7.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
11305,59.0,Local-gov,238431.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,38.0,United-States,<=50K
11306,34.0,Private,131552.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
11307,30.0,Private,110239.0,10th,6.0,Married-civ-spouse,Transport-moving,Husband,White,,0.0,0.0,55.0,United-States,<=50K
11308,31.0,State-gov,255830.0,Assoc-acdm,12.0,Never-married,Adm-clerical,Own-child,Black,Female,0.0,0.0,45.0,United-States,<=50K
11309,18.0,?,175648.0,11th,7.0,Never-married,?,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
11310,23.0,Private,82998.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,30.0,United-States,<=50K
11311,19.0,Private,164320.0,HS-grad,9.0,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
11312,20.0,Self-emp-not-inc,263498.0,Assoc-voc,11.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
11313,52.0,Self-emp-not-inc,162381.0,HS-grad,9.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
11314,39.0,Local-gov,229651.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
